key,year,program,lang,genre,channel,ats,rating,reach,gender,age,skintone,faces
Ben_26,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,dark,0
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,light,71
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,medium,0
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,dark,0
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,light,5930
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,medium,829
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,dark,2
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,light,513
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,medium,101
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,dark,2
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,light,0
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,medium,0
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,dark,0
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,light,11
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,medium,0
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,dark,0
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,light,4506
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,medium,187
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,dark,6
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,light,29
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,medium,2
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,dark,0
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,light,0
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,medium,0
Ben_27,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,dark,0
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,light,4
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,medium,0
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,dark,0
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,light,792
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,medium,558
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,dark,13
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,light,16
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,medium,0
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,dark,0
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,light,0
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,medium,0
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,dark,0
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,light,60
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,medium,6
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,dark,1
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,light,2806
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,medium,835
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,dark,36
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,light,72
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,medium,0
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,dark,0
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,light,0
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,medium,0
Ben_28,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,dark,0
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,light,20
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,medium,0
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,dark,0
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,light,790
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,medium,288
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,dark,92
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,light,767
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,medium,348
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,dark,290
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,light,820
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,medium,568
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,dark,20
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,light,210
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,medium,2
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,dark,2
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,light,8482
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,medium,1742
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,dark,48
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,light,108
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,medium,118
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,dark,9
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,light,3
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,medium,0
Ben_29,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,dark,1
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,light,16
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,medium,0
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,young,dark,1
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,light,4849
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,medium,733
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,adult,dark,195
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,light,734
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,medium,208
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,middle_aged,dark,39
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,light,6
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,medium,9
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,male,old,dark,0
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,light,184
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,medium,19
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,young,dark,1
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,light,13355
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,medium,230
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,adult,dark,84
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,light,2118
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,medium,23
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,middle_aged,dark,18
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,light,0
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,medium,0
Ben_30,2018,adorini,BENGALI,DRAMA/SOAP,STAR Jalsha,49.66517857142857,2.48,5.0,female,old,dark,0
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,light,50
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,medium,0
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,dark,5
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,light,16923
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,medium,5498
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,dark,4888
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,light,5120
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,medium,2704
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,dark,2288
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,light,892
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,medium,957
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,dark,876
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,light,369
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,medium,47
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,dark,8
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,light,4699
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,medium,622
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,dark,1321
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,light,1218
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,medium,138
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,dark,200
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,light,196
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,medium,1
Ben_61,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,dark,59
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,light,113
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,medium,4
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,dark,18
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,light,24270
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,medium,5270
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,dark,2798
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,light,9907
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,medium,1043
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,dark,2124
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,light,355
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,medium,265
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,dark,143
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,light,1174
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,medium,76
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,dark,73
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,light,19111
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,medium,1935
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,dark,1842
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,light,4867
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,medium,217
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,dark,202
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,light,57
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,medium,1
Ben_62,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,dark,20
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,light,88
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,medium,0
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,dark,8
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,light,16282
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,medium,6246
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,dark,3981
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,light,7136
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,medium,1119
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,dark,2141
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,light,773
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,medium,186
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,dark,69
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,light,220
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,medium,10
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,dark,15
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,light,3141
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,medium,739
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,adult,dark,826
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,light,895
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,medium,28
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,middle_aged,dark,170
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,light,49
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,medium,0
Ben_63,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,old,dark,5
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,light,109
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,medium,1
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,young,dark,15
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,light,20767
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,medium,6523
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,adult,dark,4224
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,light,8321
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,medium,1040
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,middle_aged,dark,1811
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,light,1189
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,medium,124
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,male,old,dark,725
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,light,242
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,medium,2
Ben_64,2019,aloukik na loukik,BENGALI,ACTION/THRILLER,STAR Jalsha,24.534592942484025,2.66,10.86,female,young,dark,40
